RUM1,RUM2,RUM3,RUM4,RUM5,RUM6,RUM7,RUM8,RUM9,RUM10,RUM11,RUM12,MARS3_1,MARS4_1,MARS5_1,MARS10_1,MARS13_1,MESI1_1,MESI2_1,MESI3_1,MESI4_1,MESI5_1,MESI6_1,MESI7_1,TAS1_1,TAS2_1,TAS3_1,TAS4_1,TAS5_1,TAS6_1,TAS7_1,TAS8_1,TAS9_1,TAS10_1,TAS11_1,TAS12_1,TAS13_1,TAS14_1,TAS15_1,TAS16_1,TAS17_1,TAS18_1,TAS19_1,TAS20_1,DERS1_1,DERS2_1,DERS3_1,DERS4_1,DERS5_1,DERS6_1,DERS7_1,DERS8_1,DERS9_1,DERS10_1,DERS11_1,DERS12_1,DERS13_1,DERS14_1,DERS15_1,DERS16_1,DASS1_1,DASS2_1,DASS3_1,DASS4_1,DASS5_1,DASS6_1,DASS7_1,DASS8_1,DASS9_1,DASS10_1,DASS11_1,DASS12_1,DASS13_1,DASS14_1,DASS15_1,DASS16_1,DASS17_1,DASS18_1,DASS19_1,DASS20_1,DASS21_1,Age,Gender,Ethnicity,EthnicityOther,MusicExperience1,Yearsplayed,HoursListened,Genre,GenreOther,SadSong,SadSongWhy,playlist_name,playlist_uri,playlist_tracks_url,playlist_num_tracks,snapshot_id,playlist_img,track_name,track_uri,artist_name,album_name,album_img,track_added_at,track_popularity,track_preview_url,track_open_spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
4,4,4,4,4,1,4,4,1,2,4,4,2,2,4,2,2,4,4,2,4,4,2,4,2,4,3,2,4,4,3,2,4,4,4,1,4,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,2,5,4,4,4,4,2,1,0,0,2,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,7,1,0,,0,,2,11,,Issues - The Saturday's,Its relatable,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Issues,3f4Ctsb6UdXXIuwygs3R9S,The Saturdays,Chasing Lights,https://i.scdn.co/image/bdb0dedf37261b050b112e19b8cd9d5da874170d,2018-12-29T18:13:04Z,17,NA,https://open.spotify.com/track/3f4Ctsb6UdXXIuwygs3R9S,0.706,0.801,C,-5.999,minor,0.0342,0.0578,0,0.272,0.735,110.999,216787,4,C minor
4,5,3,5,4,2,4,4,2,2,5,5,3,2,2,2,2,5,5,5,2,4,4,3,3,4,1,3,4,4,1,2,4,5,4,2,3,4,2,2,2,5,5,2,4,4,4,2,2,2,3,5,2,4,1,1,5,4,2,4,1,0,0,1,2,3,0,2,2,0,2,1,2,2,2,0,0,1,0,0,0,3,1,0,,1,3,2,9,,It?s quiet uptown - Hamilton,It?s beautiful and peaceful but sad - in tune with my emotion,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,It's Quiet Uptown,40LYL1Z6xgCn5cBybo5K0D,Renée Elise Goldsberry,Hamilton (Original Broadway Cast Recording),https://i.scdn.co/image/680f63e0199dc160f414b5be084b3d91493c67a6,2018-12-29T17:28:24Z,62,https://p.scdn.co/mp3-preview/0cd6fe7b60a661c1455b9ae1213dffb091ae91e1?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/40LYL1Z6xgCn5cBybo5K0D,0.519,0.187,F,-14.076,major,0.0421,0.796,0,0.0785,0.226,129.442,270172,4,F major
5,5,5,5,5,1,5,5,1,1,5,5,2,1,7,4,4,4,4,0,0,4,2,4,5,5,5,2,5,5,4,2,5,5,5,4,5,5,2,5,5,2,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,0,,0,,4,12,,James morrison,Wonderful world. The words are deep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,1,2,1,4,2,3,4,4,3,2,4,4,2,1,4,4,5,4,3,4,4,5,3,4,1,4,3,2,2,3,4,5,3,1,2,2,2,3,2,5,4,2,2,2,4,2,2,2,4,2,2,3,2,3,4,2,3,4,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,6,1,0,,1,2,3,7,,Jeff buckley - mam you've been on my mind,it calms me down,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,"Mama, You Been on My Mind",0qUged3a0Bk6l5rtYGMsYn,Jeff Buckley,Grace (Legacy Edition),https://i.scdn.co/image/21a1dd1ddd2176dbcd434552b76a5e7a40283529,2018-12-29T18:03:28Z,49,https://p.scdn.co/mp3-preview/419461dee8b7306c7addda5390af9cd53cfe1312?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/0qUged3a0Bk6l5rtYGMsYn,0.473,0.0533,C,-17.682,major,0.0388,0.966,0.00318,0.11,0.123,85.539,205587,4,C major
2,4,4,5,4,2,4,4,2,2,4,4,3,4,1,1,4,5,4,4,4,4,5,5,1,2,1,4,3,2,1,4,2,4,1,1,1,1,2,1,1,5,4,4,1,1,5,4,4,3,5,1,4,1,4,2,4,1,5,3,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,6,0,0,,1,2,5,6,,Keep your head up - Ben Howard,Reminds me of a moment during my teenage years that meant a lot to me.,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Keep Your Head Up,5fpEDGQX0Ah3utGnFYulQZ,Ben Howard,Every Kingdom,https://i.scdn.co/image/260603c18783d1bf4faac4c9aa0e6c146e0e8513,2018-12-29T18:09:22Z,65,NA,https://open.spotify.com/track/5fpEDGQX0Ah3utGnFYulQZ,0.508,0.596,E,-9.034,minor,0.0334,0.439,9.84E-06,0.111,0.4,79.36,264547,4,E minor
4,4,4,5,2,2,4,4,2,2,4,4,4,2,3,2,4,4,4,4,2,2,4,4,4,4,5,2,2,2,2,2,3,5,2,2,4,2,2,1,2,4,4,2,2,4,5,4,2,3,4,2,4,2,4,2,4,4,4,4,1,0,0,1,2,1,1,1,0,0,1,1,2,1,1,0,0,1,1,0,0,3,1,0,,1,3,2,12,,Kiss it all better - He is We ,It has emotional overtones so reflects my emotions,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Kiss It Better,4zXOUCBRI3DcPboKXZeFu5,He Is We,My Forever,https://i.scdn.co/image/440ec0c81ccb08f7a97da0eadbb4a7c17ff3effd,2018-12-29T18:01:38Z,45,NA,https://open.spotify.com/track/4zXOUCBRI3DcPboKXZeFu5,0.659,0.338,F#,-7.089,major,0.0277,0.828,0,0.104,0.249,144.887,245787,4,F# major
5,5,5,5,5,1,5,5,1,1,5,5,1,1,4,1,1,4,5,4,3,5,5,4,4,5,3,2,3,3,2,1,5,4,4,5,5,5,3,2,5,4,3,3,5,5,2,3,4,4,3,5,5,5,3,4,4,5,3,5,2,0,1,0,0,1,0,0,2,1,1,1,1,0,0,1,1,1,0,0,1,4,1,0,,1,2,3,15,Indie,Lady in red - chris de burg,My father's favourite song ,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,The Lady In Red,1GeNWyZtCHbcp3ZWp8GTOO,Chris de Burgh,Into The Light,https://i.scdn.co/image/56e1b42d95866fbac1336c31e9ddc3543c6b5d8c,2018-12-29T17:38:41Z,67,NA,https://open.spotify.com/track/1GeNWyZtCHbcp3ZWp8GTOO,0.548,0.294,A#,-17.112,major,0.0333,0.332,3.34E-06,0.0392,0.491,76.698,256173,4,A# major
5,5,5,5,5,1,5,5,1,1,5,5,2,1,1,2,1,5,5,5,0,5,5,5,4,5,3,2,5,4,3,5,3,5,3,2,3,4,5,3,4,5,5,3,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,2,0,1,1,3,1,1,3,1,0,1,3,1,1,3,2,1,0,0,1,1,7,1,0,,1,6,5,15,House,Lay me down - Sam smith ,It reminds me of my grandad ,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Lay Me Down,74sb4Gib0cL3TQeCjYF8vh,Sam Smith,In The Lonely Hour,https://i.scdn.co/image/49c34b3c9a2e7da5b1e847c21e8c0c883d78af77,2018-12-29T18:11:13Z,65,NA,https://open.spotify.com/track/74sb4Gib0cL3TQeCjYF8vh,0.417,0.332,E,-9.482,major,0.0494,0.773,1.95E-05,0.109,0.172,119.156,253208,4,E major
3,5,4,5,4,2,4,4,2,2,4,5,2,1,1,1,2,5,4,4,4,5,5,4,2,4,3,2,4,1,4,1,3,4,4,4,4,5,5,4,5,5,3,2,2,2,4,3,4,3,5,1,2,3,3,2,2,4,4,4,1,0,1,0,3,1,0,1,2,2,1,1,0,0,0,0,1,0,0,0,1,7,1,0,,0,,4,11,,Lego house - Ed Sheehan ,Relates to me and Ed Sheehan?s music cheers me up,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Lego House,5ubHAQtKuFfiG4FXfLP804,Ed Sheeran,+,https://i.scdn.co/image/43bf97e5b621230110d3d515bd272bde91059d1f,2018-12-29T18:10:06Z,71,https://p.scdn.co/mp3-preview/12eb90aa64be1b349b479f8dde7ca7175ac11513?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/5ubHAQtKuFfiG4FXfLP804,0.592,0.637,B,-8.48,major,0.0992,0.562,0,0.13,0.565,159.701,185093,4,B major
5,5,4,5,4,3,4,4,4,2,4,3,2,2,2,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,3,3,3,2,3,3,2,3,3,2,2,2,3,2,2,3,2,1,1,1,3,1,1,2,1,2,1,1,3,3,-99,2,1,2,2,1,2,1,3,1,1,,1,3,4,12,,Leona Lewis ,Because it makes me feel bad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,5,5,5,5,5,2,2,5,5,4,2,2,1,1,5,5,5,5,5,5,5,4,5,3,2,3,5,4,2,4,4,4,4,4,5,4,3,4,5,4,4,4,4,1,1,3,5,4,5,2,5,1,5,5,4,5,5,2,2,1,1,3,1,3,2,1,1,1,1,0,1,1,1,2,1,1,1,1,5,1,3,Mixed,1,3,9,6,,Logic-1800,it reminds me how i am feeling and that it will get better,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,Logic,Everybody,https://i.scdn.co/image/a7b888c971fa49f0b2f211f844c4467ce94431b0,2018-12-29T18:08:10Z,82,NA,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,0.62,0.574,F,-7.788,minor,0.0479,0.57,0,0.19,0.352,100.021,250173,4,F minor
2,2,2,2,2,4,3,4,4,3,3,1,1,1,3,1,1,4,5,5,4,5,5,5,1,1,1,5,4,1,1,3,1,5,1,1,1,1,3,3,1,4,2,3,1,1,4,2,3,2,4,3,2,3,2,2,3,2,3,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,0,0,1,1,0,0,6,0,0,,1,2,3,12,,Look at me XXXTentasison,it gets me hyped,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Look At Me!,7floNISpH8VF4z4459Qo18,XXXTENTACION,Look At Me!,https://i.scdn.co/image/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f,2018-12-29T16:04:44Z,82,https://p.scdn.co/mp3-preview/b1aec4586cd200a817ed4d28baaaa2b3aa483e26?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18,0.763,0.726,C#,-6.405,major,0.282,0.259,0,0.0976,0.349,139.059,126346,4,C# major
4,4,3,4,2,3,4,4,2,3,2,2,2,1,4,2,2,5,4,4,4,3,3,4,2,3,1,4,3,3,2,4,2,4,2,2,1,4,3,3,4,3,4,3,2,2,4,2,3,2,4,4,2,4,2,2,4,4,3,4,0,2,0,0,2,2,0,1,2,2,1,1,1,1,0,1,0,1,1,1,0,5,1,1,,1,4,4,6,,Look on Down From The Bridge - Mazzy Star,"It sounds sad, but at the same time the slow rhythm is very soothing to me",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Look On Down From The Bridge,010ALbbh5KlQ4fKWgSdhRd,Mazzy Star,Among My Swan,https://i.scdn.co/image/26fe85e7095630ec04b091c895e008e4411547fe,2018-12-29T17:27:01Z,57,NA,https://open.spotify.com/track/010ALbbh5KlQ4fKWgSdhRd,0.37,0.0772,C,-19.322,major,0.0414,0.642,0.69,0.112,0.0954,119.942,287893,4,C major
3,5,3,5,4,2,5,4,2,2,5,5,1,1,1,1,1,4,5,5,4,5,4,5,1,1,1,4,4,2,2,3,2,4,3,3,3,2,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"2,3",1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,2,1,0,4,0,3,Indian,1,2,4,5,,Lose Yourself-Eminem,Because this song motivates me to never give up.,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,Eminem,Curtain Call,https://i.scdn.co/image/77eb7c17cafe5503fc12e9d2a438baf0f30d81d0,2018-12-29T16:07:32Z,81,NA,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,0.698,0.732,D,-4.522,major,0.266,0.00704,6.47E-04,0.359,0.0689,171.431,326467,4,D major
4,5,5,5,5,1,4,5,1,1,4,4,1,1,3,4,7,4,5,5,3,4,4,4,4,5,5,4,5,1,4,4,1,4,1,5,1,1,1,1,4,5,5,4,4,1,4,1,4,5,1,4,5,4,5,1,5,5,5,5,3,1,2,1,3,2,1,3,3,2,3,3,0,1,3,3,3,2,1,3,3,2,1,0,,1,1,4,5,,Love Bites (So Do I) - Halestorm,It's screamy and angsty and has a sad energy,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Love Bites (So Do I),0hKLGoFtQiMHUzmquTyzpS,Halestorm,The Strange Case of...,https://i.scdn.co/image/170f6319fa11fb7302ac04bf9732765e76620ae2,2018-12-29T17:31:38Z,48,https://p.scdn.co/mp3-preview/59018eb6da8f7116c418a42b79a951d4698ae3a8?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/0hKLGoFtQiMHUzmquTyzpS,0.542,0.963,D,-1.994,minor,0.141,0.00127,0.00134,0.253,0.374,124.992,191333,4,D minor
3,4,3,5,4,2,4,4,2,2,4,4,2,2,2,1,2,5,5,4,4,5,4,5,4,4,1,2,4,5,2,1,4,4,4,4,2,3,4,4,4,4,4,4,4,3,4,2,4,4,4,3,2,4,1,4,4,4,4,4,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,,1,2,3,12,,Lullaby- Nickelback,Because it has upsetting lyrics,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Lullaby,2vBiZ7nBe0OqTZKWGP0s4K,Nickelback,Here And Now,https://i.scdn.co/image/6450345a7370415c19768094bb9ab2c463b7583d,2018-12-29T17:27:31Z,63,https://p.scdn.co/mp3-preview/cebedeafa958cc606aec912c518e15bf2d9e0269?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/2vBiZ7nBe0OqTZKWGP0s4K,0.508,0.832,B,-4.395,major,0.032,3.72E-04,0,0.0859,0.404,136.004,228107,4,B major
4,5,4,4,2,4,4,4,3,3,3,2,2,1,4,2,2,5,5,5,5,5,5,5,1,3,1,3,5,1,1,1,4,4,3,3,1,1,2,2,4,5,5,1,2,1,2,1,1,3,3,3,1,3,1,3,3,4,2,2,0,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,5,0,1,,0,,4,14,,Luv (sic) - Nujabes,Makes me feel better,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Luv (sic),6SNGzhVrisdq63Ndz58ovT,Nujabes,Luv(sic) Hexalogy,https://i.scdn.co/image/b8c56b9e2306d74e8ec8de8ad8676f54802e998d,2018-12-29T18:07:52Z,49,https://p.scdn.co/mp3-preview/d0c6c2ad344f62abc392eb81244d841a2c7f79f3?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6SNGzhVrisdq63Ndz58ovT,0.906,0.677,C#,-5.558,major,0.216,0.436,0.0273,0.652,0.869,93.017,286320,4,C# major
4,4,4,4,4,4,4,4,4,1,5,4,2,2,4,1,3,4,4,3,3,2,3,3,3,4,1,3,3,3,2,3,1,3,1,1,1,4,4,3,3,3,1,3,3,1,4,1,2,1,4,1,1,1,2,3,3,3,4,3,1,1,0,0,0,2,0,0,2,1,0,2,2,0,0,0,1,1,0,0,0,6,1,0,,1,2,2,11,,Macy?s Day Parade - Green Day,"My favourite band, brings back happy memories",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Macy's Day Parade,3zca0nsKOLnN28ftZEXAQn,Green Day,Warning,https://i.scdn.co/image/99723e65221379b3dc5926b1685f1ff48ed94e90,2018-12-29T17:22:43Z,52,https://p.scdn.co/mp3-preview/65ac228d8055cd7fb0d81948dba9f4762a6401ae?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/3zca0nsKOLnN28ftZEXAQn,0.863,0.728,B,-4.693,major,0.0327,0.208,0,0.104,0.874,108.958,213107,4,B major
5,4,5,5,4,2,5,5,2,2,4,4,2,4,2,3,4,4,5,4,3,4,5,4,4,4,3,2,5,3,3,2,3,4,2,4,4,3,4,2,3,4,3,1,3,3,5,2,3,4,4,3,2,5,2,3,5,4,4,3,1,2,1,0,3,0,0,1,1,0,0,1,1,1,2,1,2,0,0,0,2,5,0,3,African,1,2,2,5,,Mad world - Gary Jules,"Intense, feel the emotion in the guys voice",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Mad World (Feat. Michael Andrews),3JOVTQ5h8HGFnDdp4VT3MP,Gary Jules,Trading Snakeoil for Wolftickets,https://i.scdn.co/image/c79127452b503305835a5f7cacc3aa59e9323e52,2018-12-29T17:27:12Z,69,https://p.scdn.co/mp3-preview/e2425aabb084ac6d86eb18e55ecc5162e65f5c57?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/3JOVTQ5h8HGFnDdp4VT3MP,0.345,0.0581,D#,-17.217,major,0.0374,0.976,3.66E-04,0.103,0.304,174.117,189507,4,D# major
